SaleID,SaleDate,BranchCode,ItemCode,Quantity,UnitSalePrice,UnitCost,Revenue,COGS,GrossProfit,GrossMarginPct
S00789,2026-06-23,LLM,FAN001,3,30000,18000,90000,54000,36000,40.0
S00790,2026-04-12,LLM,PAD001,4,5000,2500,20000,10000,10000,50.0
S00791,2026-07-24,TGI,MOUSE002,5,5500,3000,27500,15000,12500,45.45454545454545
S00792,2026-03-24,TGI,BAG001,1,13500,6500,13500,6500,7000,51.85185185185185
S00793,2026-04-29,TGI,KB002,4,19000,12000,76000,48000,28000,36.84210526315789
S00794,2026-03-07,LLM,HEAD001,4,16000,9000,64000,36000,28000,43.75
S00795,2026-02-03,LLM,ROUT001,3,65000,45000,195000,135000,60000,30.76923076923077
S00796,2026-04-28,LLM,CAM001,1,22000,12000,22000,12000,10000,45.45454545454545
S00797,2026-05-25,TGI,MON001,1,450000,350000,450000,350000,100000,22.22222222222222
S00798,2026-01-21,LLM,HEAD001,1,16000,9000,16000,9000,7000,43.75
S00799,2026-08-02,LLM,SSD001,2,75000,55000,150000,110000,40000,26.666666666666668
S00800,2026-03-15,TGI,RAM001,2,72000,55000,144000,110000,34000,23.61111111111111
S00801,2026-01-14,TGI,KB002,5,19000,12000,95000,60000,35000,36.84210526315789
S00802,2026-06-01,LLM,HUB001,4,12500,7000,50000,28000,22000,44.0
S00803,2026-07-24,TGI,SSD001,3,75000,55000,225000,165000,60000,26.666666666666668
S00804,2026-06-08,LLM,KB001,2,12000,7000,24000,14000,10000,41.66666666666667
S00805,2026-05-07,LLM,SSD002,3,105000,80000,315000,240000,75000,23.809523809523807
S00806,2026-07-04,LLM,PAD001,2,5000,2500,10000,5000,5000,50.0
S00807,2026-01-18,LLM,FAN001,3,30000,18000,90000,54000,36000,40.0
S00808,2026-03-29,TGI,MOUSE001,5,8500,5000,42500,25000,17500,41.17647058823529
S00809,2026-06-21,TGI,BAG002,3,19000,10000,57000,30000,27000,47.368421052631575
S00810,2026-05-01,LLM,BAG001,3,13500,6500,40500,19500,21000,51.85185185185185
S00811,2026-06-11,LLM,HDD001,3,110000,85000,330000,255000,75000,22.727272727272727
S00812,2026-02-20,LLM,LAP001,1,2100000,1800000,2100000,1800000,300000,14.285714285714285
S00813,2026-04-22,TGI,PSU001,1,85000,65000,85000,65000,20000,23.52941176470588
S00814,2026-07-05,LLM,HUB001,4,12500,7000,50000,28000,22000,44.0
S00815,2026-08-07,TGI,PSU001,3,85000,65000,255000,195000,60000,23.52941176470588
S00816,2026-01-23,LLM,SOFT001,5,55600,30000,278000,150000,128000,46.043165467625904
S00817,2026-06-10,LLM,KB001,4,12000,7000,48000,28000,20000,41.66666666666667
S00818,2026-06-24,TGI,BAG001,4,13500,6500,54000,26000,28000,51.85185185185185
S00819,2026-07-30,TGI,MON002,1,650000,500000,650000,500000,150000,23.076923076923077
S00820,2026-05-25,LLM,DESK001,1,1500000,1200000,1500000,1200000,300000,20.0
S00821,2026-01-28,TGI,CAM001,2,22000,12000,44000,24000,20000,45.45454545454545
S00822,2026-07-25,TGI,MOUSE001,1,8500,5000,8500,5000,3500,41.17647058823529
S00823,2026-01-13,LLM,ROUT002,2,105000,75000,210000,150000,60000,28.57142857142857
S00824,2026-01-16,LLM,SOFT001,1,55600,30000,55600,30000,25600,46.043165467625904
S00825,2026-04-10,TGI,HUB001,2,12500,7000,25000,14000,11000,44.0
S00826,2026-05-17,LLM,RAM002,2,125000,95000,250000,190000,60000,24.0
S00827,2026-01-03,LLM,RAM002,1,125000,95000,125000,95000,30000,24.0
S00828,2026-01-28,TGI,KB002,4,19000,12000,76000,48000,28000,36.84210526315789
S00829,2026-01-21,LLM,BAG002,1,19000,10000,19000,10000,9000,47.368421052631575
S00830,2026-02-18,LLM,PAD001,4,5000,2500,20000,10000,10000,50.0
S00831,2026-02-16,TGI,MOUSE001,5,8500,5000,42500,25000,17500,41.17647058823529
S00832,2026-04-12,LLM,MOUSE001,4,8500,5000,34000,20000,14000,41.17647058823529
S00833,2026-05-22,LLM,PAD001,1,5000,2500,5000,2500,2500,50.0
S00834,2026-01-12,TGI,MOUSE001,3,8500,5000,25500,15000,10500,41.17647058823529
S00835,2026-06-02,TGI,PAD001,1,5000,2500,5000,2500,2500,50.0
S00836,2026-03-25,TGI,BAG001,1,13500,6500,13500,6500,7000,51.85185185185185
S00837,2026-04-14,LLM,SW001,5,80000,55000,400000,275000,125000,31.25
S00838,2026-06-19,TGI,ROUT001,2,65000,45000,130000,90000,40000,30.76923076923077
S00839,2026-06-14,LLM,MOUSE001,5,8500,5000,42500,25000,17500,41.17647058823529
S00840,2026-06-02,TGI,PAD001,4,5000,2500,20000,10000,10000,50.0
S00841,2026-02-26,LLM,MOUSE001,3,8500,5000,25500,15000,10500,41.17647058823529
S00842,2026-04-27,TGI,MON001,1,450000,350000,450000,350000,100000,22.22222222222222
S00843,2026-04-21,TGI,PAD001,1,5000,2500,5000,2500,2500,50.0
S00844,2026-08-03,TGI,CAM001,3,22000,12000,66000,36000,30000,45.45454545454545
S00845,2026-05-12,TGI,SSD001,1,75000,55000,75000,55000,20000,26.666666666666668
S00846,2026-04-08,TGI,CAM001,4,22000,12000,88000,48000,40000,45.45454545454545
S00847,2026-08-03,TGI,HUB001,1,12500,7000,12500,7000,5500,44.0
S00848,2026-04-29,TGI,MON002,1,650000,500000,650000,500000,150000,23.076923076923077
S00849,2026-06-27,TGI,HUB001,1,12500,7000,12500,7000,5500,44.0
S00850,2026-01-17,LLM,KB002,2,19000,12000,38000,24000,14000,36.84210526315789
S00851,2026-07-04,TGI,HDD001,1,110000,85000,110000,85000,25000,22.727272727272727
S00852,2026-03-24,LLM,ROUT001,4,65000,45000,260000,180000,80000,30.76923076923077
S00853,2026-08-27,LLM,RAM002,1,125000,95000,125000,95000,30000,24.0
S00854,2026-02-18,TGI,BAG002,4,19000,10000,76000,40000,36000,47.368421052631575
S00855,2026-02-26,TGI,SSD001,2,75000,55000,150000,110000,40000,26.666666666666668
S00856,2026-01-26,LLM,MOUSE001,4,8500,5000,34000,20000,14000,41.17647058823529
S00857,2026-04-15,LLM,KB001,2,12000,7000,24000,14000,10000,41.66666666666667
S00858,2026-06-15,TGI,KB002,5,19000,12000,95000,60000,35000,36.84210526315789
S00859,2026-05-02,TGI,MOUSE002,2,5500,3000,11000,6000,5000,45.45454545454545
S00860,2026-03-19,TGI,CAM001,3,22000,12000,66000,36000,30000,45.45454545454545
S00861,2026-08-10,TGI,CAM001,5,22000,12000,110000,60000,50000,45.45454545454545
S00862,2026-08-23,TGI,KB001,3,12000,7000,36000,21000,15000,41.66666666666667
S00863,2026-03-18,TGI,HEAD001,4,16000,9000,64000,36000,28000,43.75
S00864,2026-03-11,LLM,RAM001,3,72000,55000,216000,165000,51000,23.61111111111111
S00865,2026-03-31,TGI,KB002,5,19000,12000,95000,60000,35000,36.84210526315789
S00866,2026-03-30,TGI,KB001,2,12000,7000,24000,14000,10000,41.66666666666667
S00867,2026-06-03,LLM,ROUT002,5,105000,75000,525000,375000,150000,28.57142857142857
S00868,2026-02-28,LLM,FAN001,3,30000,18000,90000,54000,36000,40.0
S00869,2026-03-21,TGI,SSD003,1,185000,145000,185000,145000,40000,21.62162162162162
S00870,2026-04-16,TGI,SSD001,3,75000,55000,225000,165000,60000,26.666666666666668
S00871,2026-04-04,TGI,PSU001,3,85000,65000,255000,195000,60000,23.52941176470588
S00872,2026-03-25,TGI,SSD003,2,185000,145000,370000,290000,80000,21.62162162162162
S00873,2026-02-13,LLM,MOUSE001,5,8500,5000,42500,25000,17500,41.17647058823529
S00874,2026-08-08,TGI,KB002,3,19000,12000,57000,36000,21000,36.84210526315789
S00875,2026-08-01,LLM,BAG002,2,19000,10000,38000,20000,18000,47.368421052631575
S00876,2026-02-24,TGI,MOUSE002,5,5500,3000,27500,15000,12500,45.45454545454545
S00877,2026-06-04,LLM,CAM001,5,22000,12000,110000,60000,50000,45.45454545454545
S00878,2026-06-22,LLM,BAG001,3,13500,6500,40500,19500,21000,51.85185185185185
S00879,2026-02-03,TGI,MOUSE001,5,8500,5000,42500,25000,17500,41.17647058823529
S00880,2026-03-12,LLM,HEAD001,5,16000,9000,80000,45000,35000,43.75
S00881,2026-04-04,TGI,LAP003,1,3300000,2800000,3300000,2800000,500000,15.151515151515152
S00882,2026-04-01,LLM,RAM001,1,72000,55000,72000,55000,17000,23.61111111111111
S00883,2026-04-26,LLM,HUB001,2,12500,7000,25000,14000,11000,44.0
S00884,2026-03-09,TGI,SOFT003,2,125000,90000,250000,180000,70000,28.000000000000004
S00885,2026-04-19,TGI,MOUSE001,3,8500,5000,25500,15000,10500,41.17647058823529
S00886,2026-07-22,TGI,KB002,1,19000,12000,19000,12000,7000,36.84210526315789
S00887,2026-05-25,LLM,PSU001,1,85000,65000,85000,65000,20000,23.52941176470588
S00888,2026-08-09,LLM,SSD001,3,75000,55000,225000,165000,60000,26.666666666666668
S00889,2026-05-29,TGI,SSD003,3,185000,145000,555000,435000,120000,21.62162162162162
S00890,2026-04-19,LLM,SOFT003,2,125000,90000,250000,180000,70000,28.000000000000004
S00891,2026-02-09,LLM,SSD003,3,185000,145000,555000,435000,120000,21.62162162162162
S00892,2026-04-16,TGI,PAD001,5,5000,2500,25000,12500,12500,50.0
S00893,2026-08-09,LLM,BAG001,4,13500,6500,54000,26000,28000,51.85185185185185
S00894,2026-08-26,LLM,MOUSE002,3,5500,3000,16500,9000,7500,45.45454545454545
S00895,2026-06-14,TGI,MOUSE002,3,5500,3000,16500,9000,7500,45.45454545454545
S00896,2026-02-09,LLM,SSD001,1,75000,55000,75000,55000,20000,26.666666666666668
S00897,2026-01-24,LLM,ROUT002,2,105000,75000,210000,150000,60000,28.57142857142857
S00898,2026-07-04,TGI,MOUSE001,4,8500,5000,34000,20000,14000,41.17647058823529
S00899,2026-01-23,TGI,HEAD001,5,16000,9000,80000,45000,35000,43.75
S00900,2026-03-03,TGI,HUB001,4,12500,7000,50000,28000,22000,44.0
S00901,2026-02-23,LLM,SSD001,3,75000,55000,225000,165000,60000,26.666666666666668
S00902,2026-04-13,LLM,BAG001,3,13500,6500,40500,19500,21000,51.85185185185185
S00903,2026-05-08,LLM,SSD001,2,75000,55000,150000,110000,40000,26.666666666666668
S00904,2026-08-31,TGI,SSD002,1,105000,80000,105000,80000,25000,23.809523809523807
S00905,2026-05-21,LLM,BAG001,5,13500,6500,67500,32500,35000,51.85185185185185
S00906,2026-01-25,LLM,BAG001,1,13500,6500,13500,6500,7000,51.85185185185185
S00907,2026-05-06,LLM,MON002,1,650000,500000,650000,500000,150000,23.076923076923077
S00908,2026-08-16,TGI,SSD003,1,185000,145000,185000,145000,40000,21.62162162162162
S00909,2026-02-23,TGI,RAM002,3,125000,95000,375000,285000,90000,24.0
S00910,2026-01-31,TGI,MOUSE001,2,8500,5000,17000,10000,7000,41.17647058823529
S00911,2026-01-09,LLM,RAM001,2,72000,55000,144000,110000,34000,23.61111111111111
S00912,2026-01-17,TGI,BAG001,1,13500,6500,13500,6500,7000,51.85185185185185
S00913,2026-05-03,TGI,MOUSE002,1,5500,3000,5500,3000,2500,45.45454545454545
S00914,2026-07-10,TGI,HEAD001,1,16000,9000,16000,9000,7000,43.75
S00915,2026-05-07,TGI,FAN001,3,30000,18000,90000,54000,36000,40.0
S00916,2026-05-03,TGI,MOUSE002,2,5500,3000,11000,6000,5000,45.45454545454545
S00917,2026-06-16,TGI,BAG002,2,19000,10000,38000,20000,18000,47.368421052631575
S00918,2026-06-18,LLM,BAG002,4,19000,10000,76000,40000,36000,47.368421052631575
S00919,2026-02-21,LLM,MOUSE002,1,5500,3000,5500,3000,2500,45.45454545454545
S00920,2026-03-17,TGI,CAM001,1,22000,12000,22000,12000,10000,45.45454545454545
S00921,2026-03-22,LLM,KB001,4,12000,7000,48000,28000,20000,41.66666666666667
S00922,2026-05-26,LLM,HDD001,3,110000,85000,330000,255000,75000,22.727272727272727
S00923,2026-08-20,TGI,RAM001,2,72000,55000,144000,110000,34000,23.61111111111111
S00924,2026-07-08,LLM,HUB001,5,12500,7000,62500,35000,27500,44.0
S00925,2026-03-24,TGI,PAD001,3,5000,2500,15000,7500,7500,50.0
S00926,2026-07-12,LLM,CAM001,5,22000,12000,110000,60000,50000,45.45454545454545
S00927,2026-08-28,TGI,PAD001,4,5000,2500,20000,10000,10000,50.0
S00928,2026-03-21,LLM,SOFT001,4,55600,30000,222400,120000,102400,46.043165467625904
S00929,2026-04-05,LLM,BAG001,3,13500,6500,40500,19500,21000,51.85185185185185
S00930,2026-02-26,TGI,BAG001,3,13500,6500,40500,19500,21000,51.85185185185185
S00931,2026-04-24,TGI,SOFT003,2,125000,90000,250000,180000,70000,28.000000000000004
S00932,2026-07-27,LLM,KB002,4,19000,12000,76000,48000,28000,36.84210526315789
S00933,2026-05-06,LLM,KB002,4,19000,12000,76000,48000,28000,36.84210526315789
S00934,2026-05-25,TGI,HEAD001,4,16000,9000,64000,36000,28000,43.75
S00935,2026-03-19,TGI,BAG001,1,13500,6500,13500,6500,7000,51.85185185185185
S00936,2026-03-03,LLM,BAG002,5,19000,10000,95000,50000,45000,47.368421052631575
S00937,2026-05-03,LLM,HEAD001,4,16000,9000,64000,36000,28000,43.75
S00938,2026-02-02,TGI,PSU001,3,85000,65000,255000,195000,60000,23.52941176470588
S00939,2026-08-03,LLM,HEAD001,5,16000,9000,80000,45000,35000,43.75
S00940,2026-05-28,LLM,BAG001,2,13500,6500,27000,13000,14000,51.85185185185185
S00941,2026-04-15,TGI,MOUSE002,5,5500,3000,27500,15000,12500,45.45454545454545
S00942,2026-07-21,LLM,MON001,1,450000,350000,450000,350000,100000,22.22222222222222
S00943,2026-03-10,TGI,HUB001,2,12500,7000,25000,14000,11000,44.0
S00944,2026-08-06,TGI,KB002,1,19000,12000,19000,12000,7000,36.84210526315789
S00945,2026-07-23,LLM,HUB001,2,12500,7000,25000,14000,11000,44.0
S00946,2026-03-30,TGI,RAM001,2,72000,55000,144000,110000,34000,23.61111111111111
S00947,2026-06-15,TGI,HUB001,3,12500,7000,37500,21000,16500,44.0
S00948,2026-06-06,TGI,MOUSE002,1,5500,3000,5500,3000,2500,45.45454545454545
S00949,2026-07-01,TGI,CAM001,3,22000,12000,66000,36000,30000,45.45454545454545
S00950,2026-04-21,TGI,RAM002,2,125000,95000,250000,190000,60000,24.0
S00951,2026-03-08,LLM,HUB001,1,12500,7000,12500,7000,5500,44.0
S00952,2026-08-13,TGI,HUB001,3,12500,7000,37500,21000,16500,44.0
S00953,2026-04-10,LLM,MOUSE001,4,8500,5000,34000,20000,14000,41.17647058823529
S00954,2026-03-06,LLM,CAM001,5,22000,12000,110000,60000,50000,45.45454545454545
S00955,2026-03-20,LLM,LAP003,1,3300000,2800000,3300000,2800000,500000,15.151515151515152
S00956,2026-05-29,LLM,HUB001,2,12500,7000,25000,14000,11000,44.0
S00957,2026-06-07,TGI,HEAD001,1,16000,9000,16000,9000,7000,43.75
S00958,2026-02-14,TGI,BAG001,4,13500,6500,54000,26000,28000,51.85185185185185
S00959,2026-03-24,TGI,HEAD001,5,16000,9000,80000,45000,35000,43.75
S00960,2026-02-15,LLM,PSU001,2,85000,65000,170000,130000,40000,23.52941176470588
S00961,2026-05-25,TGI,SSD002,2,105000,80000,210000,160000,50000,23.809523809523807
S00962,2026-06-12,TGI,MOUSE002,1,5500,3000,5500,3000,2500,45.45454545454545
S00963,2026-06-05,TGI,ROUT002,3,105000,75000,315000,225000,90000,28.57142857142857
S00964,2026-03-14,LLM,MON002,1,650000,500000,650000,500000,150000,23.076923076923077
S00965,2026-04-02,TGI,RAM001,2,72000,55000,144000,110000,34000,23.61111111111111
S00966,2026-06-27,TGI,MOUSE002,1,5500,3000,5500,3000,2500,45.45454545454545
S00967,2026-05-31,LLM,LAP001,1,2100000,1800000,2100000,1800000,300000,14.285714285714285
S00968,2026-03-04,LLM,MOUSE001,3,8500,5000,25500,15000,10500,41.17647058823529
S00969,2026-06-25,TGI,BAG002,2,19000,10000,38000,20000,18000,47.368421052631575
S00970,2026-07-14,LLM,HUB001,2,12500,7000,25000,14000,11000,44.0
S00971,2026-04-04,TGI,LAN001,3,9000,5000,27000,15000,12000,44.44444444444444
S00972,2026-06-13,TGI,PAD001,3,5000,2500,15000,7500,7500,50.0
S00973,2026-07-21,TGI,BAG001,3,13500,6500,40500,19500,21000,51.85185185185185
S00974,2026-08-26,LLM,SSD003,1,185000,145000,185000,145000,40000,21.62162162162162
S00975,2026-03-14,LLM,HDD001,3,110000,85000,330000,255000,75000,22.727272727272727
S00976,2026-04-23,TGI,LAP001,1,2100000,1800000,2100000,1800000,300000,14.285714285714285
S00977,2026-02-06,TGI,HDD001,1,110000,85000,110000,85000,25000,22.727272727272727
S00978,2026-01-02,TGI,BAG001,4,13500,6500,54000,26000,28000,51.85185185185185
S00979,2026-08-18,LLM,CAM001,4,22000,12000,88000,48000,40000,45.45454545454545
S00980,2026-04-17,TGI,MOUSE002,2,5500,3000,11000,6000,5000,45.45454545454545
S00981,2026-03-04,LLM,CAM001,1,22000,12000,22000,12000,10000,45.45454545454545
S00982,2026-07-24,LLM,PAD001,5,5000,2500,25000,12500,12500,50.0
S00983,2026-04-17,TGI,LAP002,1,1750000,1450000,1750000,1450000,300000,17.142857142857142
S00984,2026-07-26,LLM,SSD001,2,75000,55000,150000,110000,40000,26.666666666666668
S00985,2026-08-30,LLM,LAP002,1,1750000,1450000,1750000,1450000,300000,17.142857142857142
S00986,2026-03-26,LLM,MOUSE002,2,5500,3000,11000,6000,5000,45.45454545454545
S00987,2026-04-02,TGI,SOFT002,5,110000,85000,550000,425000,125000,22.727272727272727
S00988,2026-02-16,TGI,MOUSE002,5,5500,3000,27500,15000,12500,45.45454545454545
S00989,2026-05-09,LLM,BAG001,2,13500,6500,27000,13000,14000,51.85185185185185
S00990,2026-01-23,LLM,SSD002,2,105000,80000,210000,160000,50000,23.809523809523807
S00991,2026-02-21,TGI,ROUT002,5,105000,75000,525000,375000,150000,28.57142857142857
S00992,2026-02-05,TGI,HEAD001,2,16000,9000,32000,18000,14000,43.75
S00993,2026-02-08,LLM,BAG002,5,19000,10000,95000,50000,45000,47.368421052631575
S00994,2026-05-17,LLM,ROUT002,1,105000,75000,105000,75000,30000,28.57142857142857
S00995,2026-04-28,TGI,SOFT002,4,110000,85000,440000,340000,100000,22.727272727272727
S00996,2026-08-03,TGI,HEAD001,1,16000,9000,16000,9000,7000,43.75
S00997,2026-01-29,TGI,HEAD001,4,16000,9000,64000,36000,28000,43.75
S00998,2026-08-27,TGI,HEAD001,5,16000,9000,80000,45000,35000,43.75
S00999,2026-07-13,TGI,HDD001,2,110000,85000,220000,170000,50000,22.727272727272727
S01000,2026-05-30,TGI,BAG002,3,19000,10000,57000,30000,27000,47.368421052631575
S01001,2026-06-09,TGI,KB002,2,19000,12000,38000,24000,14000,36.84210526315789
S01002,2026-08-27,LLM,KB002,1,19000,12000,19000,12000,7000,36.84210526315789
S01003,2026-08-22,TGI,KB002,3,19000,12000,57000,36000,21000,36.84210526315789
S01004,2026-04-28,LLM,DESK001,1,1500000,1200000,1500000,1200000,300000,20.0
S01005,2026-03-13,TGI,HEAD001,1,16000,9000,16000,9000,7000,43.75
S01006,2026-07-09,TGI,PSU001,3,85000,65000,255000,195000,60000,23.52941176470588
S01007,2026-08-22,LLM,PAD001,3,5000,2500,15000,7500,7500,50.0
S01008,2026-05-21,TGI,RAM001,3,72000,55000,216000,165000,51000,23.61111111111111
S01009,2026-07-24,TGI,PAD001,5,5000,2500,25000,12500,12500,50.0
S01010,2026-06-06,LLM,MON001,1,450000,350000,450000,350000,100000,22.22222222222222
S01011,2026-01-17,LLM,HEAD001,1,16000,9000,16000,9000,7000,43.75
S01012,2026-07-14,LLM,PAD001,5,5000,2500,25000,12500,12500,50.0
S01013,2026-07-12,LLM,HDD001,1,110000,85000,110000,85000,25000,22.727272727272727
S01014,2026-05-11,TGI,RAM001,2,72000,55000,144000,110000,34000,23.61111111111111
S01015,2026-05-04,TGI,SSD002,1,105000,80000,105000,80000,25000,23.809523809523807
S01016,2026-04-30,TGI,CAM001,1,22000,12000,22000,12000,10000,45.45454545454545
S01017,2026-08-31,LLM,BAG001,5,13500,6500,67500,32500,35000,51.85185185185185
S01018,2026-03-24,TGI,HEAD001,3,16000,9000,48000,27000,21000,43.75
S01019,2026-05-19,LLM,HEAD001,2,16000,9000,32000,18000,14000,43.75
S01020,2026-06-28,LLM,KB002,4,19000,12000,76000,48000,28000,36.84210526315789
S01021,2026-08-27,TGI,DESK001,1,1500000,1200000,1500000,1200000,300000,20.0
S01022,2026-08-08,TGI,MON001,1,450000,350000,450000,350000,100000,22.22222222222222
S01023,2026-03-23,LLM,ROUT001,4,65000,45000,260000,180000,80000,30.76923076923077
S01024,2026-07-11,TGI,MOUSE001,3,8500,5000,25500,15000,10500,41.17647058823529
S01025,2026-03-24,LLM,SSD001,3,75000,55000,225000,165000,60000,26.666666666666668
S01026,2026-07-02,LLM,CAM001,4,22000,12000,88000,48000,40000,45.45454545454545
S01027,2026-03-16,TGI,SSD001,3,75000,55000,225000,165000,60000,26.666666666666668
S01028,2026-06-07,LLM,PSU001,1,85000,65000,85000,65000,20000,23.52941176470588
S01029,2026-05-17,LLM,ROUT001,5,65000,45000,325000,225000,100000,30.76923076923077
S01030,2026-07-26,LLM,HUB001,1,12500,7000,12500,7000,5500,44.0
S01031,2026-02-27,TGI,SSD002,3,105000,80000,315000,240000,75000,23.809523809523807
S01032,2026-08-12,TGI,KB001,5,12000,7000,60000,35000,25000,41.66666666666667
S01033,2026-07-30,TGI,SSD002,3,105000,80000,315000,240000,75000,23.809523809523807
S01034,2026-04-02,LLM,SOFT002,5,110000,85000,550000,425000,125000,22.727272727272727
S01035,2026-07-05,TGI,SSD003,3,185000,145000,555000,435000,120000,21.62162162162162
S01036,2026-01-21,TGI,SOFT002,5,110000,85000,550000,425000,125000,22.727272727272727
S01037,2026-08-02,TGI,BAG001,5,13500,6500,67500,32500,35000,51.85185185185185
S01038,2026-01-13,TGI,HEAD001,3,16000,9000,48000,27000,21000,43.75
S01039,2026-02-26,LLM,KB002,4,19000,12000,76000,48000,28000,36.84210526315789
S01040,2026-05-18,TGI,KB002,1,19000,12000,19000,12000,7000,36.84210526315789
S01041,2026-08-06,TGI,HEAD001,2,16000,9000,32000,18000,14000,43.75
S01042,2026-01-23,TGI,HDD001,2,110000,85000,220000,170000,50000,22.727272727272727
S01043,2026-02-07,TGI,RAM001,3,72000,55000,216000,165000,51000,23.61111111111111
S01044,2026-08-10,LLM,PAD001,4,5000,2500,20000,10000,10000,50.0
S01045,2026-05-29,TGI,KB002,4,19000,12000,76000,48000,28000,36.84210526315789
S01046,2026-05-15,LLM,PSU001,3,85000,65000,255000,195000,60000,23.52941176470588
S01047,2026-07-26,TGI,SSD003,2,185000,145000,370000,290000,80000,21.62162162162162
S01048,2026-08-04,LLM,FAN001,1,30000,18000,30000,18000,12000,40.0
S01049,2026-01-28,LLM,CAM001,5,22000,12000,110000,60000,50000,45.45454545454545
S01050,2026-05-29,TGI,ROUT002,4,105000,75000,420000,300000,120000,28.57142857142857
S01051,2026-04-30,TGI,HDD001,1,110000,85000,110000,85000,25000,22.727272727272727
S01052,2026-02-25,LLM,PAD001,5,5000,2500,25000,12500,12500,50.0
S01053,2026-07-18,TGI,ROUT002,2,105000,75000,210000,150000,60000,28.57142857142857
S01054,2026-01-08,LLM,HUB001,3,12500,7000,37500,21000,16500,44.0
S01055,2026-01-20,TGI,LAP002,1,1750000,1450000,1750000,1450000,300000,17.142857142857142
S01056,2026-04-01,TGI,SW001,5,80000,55000,400000,275000,125000,31.25
S01057,2026-04-01,LLM,MOUSE001,5,8500,5000,42500,25000,17500,41.17647058823529
S01058,2026-01-13,LLM,MOUSE001,3,8500,5000,25500,15000,10500,41.17647058823529
S01059,2026-05-29,TGI,HUB001,4,12500,7000,50000,28000,22000,44.0
S01060,2026-02-17,LLM,MOUSE001,2,8500,5000,17000,10000,7000,41.17647058823529
S01061,2026-06-26,TGI,MOUSE001,3,8500,5000,25500,15000,10500,41.17647058823529
S01062,2026-07-05,TGI,RAM001,1,72000,55000,72000,55000,17000,23.61111111111111
S01063,2026-05-05,TGI,HUB001,5,12500,7000,62500,35000,27500,44.0
S01064,2026-01-29,TGI,CAM001,2,22000,12000,44000,24000,20000,45.45454545454545
S01065,2026-03-02,LLM,KB002,3,19000,12000,57000,36000,21000,36.84210526315789
S01066,2026-03-28,TGI,LAP002,1,1750000,1450000,1750000,1450000,300000,17.142857142857142
S01067,2026-07-02,TGI,RAM001,1,72000,55000,72000,55000,17000,23.61111111111111
S01068,2026-02-20,LLM,PAD001,1,5000,2500,5000,2500,2500,50.0
S01069,2026-06-19,TGI,HUB001,3,12500,7000,37500,21000,16500,44.0
S01070,2026-02-01,TGI,PSU001,3,85000,65000,255000,195000,60000,23.52941176470588
S01071,2026-07-01,LLM,LAP003,1,3300000,2800000,3300000,2800000,500000,15.151515151515152
S01072,2026-01-21,TGI,MOUSE001,3,8500,5000,25500,15000,10500,41.17647058823529
S01073,2026-03-30,TGI,BAG001,3,13500,6500,40500,19500,21000,51.85185185185185
S01074,2026-03-06,TGI,HUB001,4,12500,7000,50000,28000,22000,44.0
S01075,2026-05-30,TGI,PSU001,1,85000,65000,85000,65000,20000,23.52941176470588
S01076,2026-06-23,LLM,MOUSE001,1,8500,5000,8500,5000,3500,41.17647058823529
S01077,2026-04-29,LLM,CAM001,4,22000,12000,88000,48000,40000,45.45454545454545
S01078,2026-08-10,TGI,RAM002,2,125000,95000,250000,190000,60000,24.0
S01079,2026-04-04,TGI,HUB001,1,12500,7000,12500,7000,5500,44.0
S01080,2026-08-18,TGI,MOUSE002,3,5500,3000,16500,9000,7500,45.45454545454545
S01081,2026-07-19,LLM,HUB001,4,12500,7000,50000,28000,22000,44.0
S01082,2026-01-08,LLM,KB002,1,19000,12000,19000,12000,7000,36.84210526315789
S01083,2026-05-08,TGI,BAG001,3,13500,6500,40500,19500,21000,51.85185185185185
S01084,2026-01-07,TGI,MON001,1,450000,350000,450000,350000,100000,22.22222222222222
S01085,2026-07-03,LLM,SSD002,3,105000,80000,315000,240000,75000,23.809523809523807
S01086,2026-03-14,TGI,MOUSE001,2,8500,5000,17000,10000,7000,41.17647058823529
S01087,2026-07-28,TGI,MON001,1,450000,350000,450000,350000,100000,22.22222222222222
S01088,2026-01-08,TGI,SSD003,2,185000,145000,370000,290000,80000,21.62162162162162
S01089,2026-01-20,LLM,CAM001,4,22000,12000,88000,48000,40000,45.45454545454545
S01090,2026-06-26,TGI,SOFT002,5,110000,85000,550000,425000,125000,22.727272727272727
S01091,2026-05-27,TGI,HDD001,3,110000,85000,330000,255000,75000,22.727272727272727
S01092,2026-04-18,LLM,CAM001,2,22000,12000,44000,24000,20000,45.45454545454545
S01093,2026-04-12,TGI,MOUSE002,5,5500,3000,27500,15000,12500,45.45454545454545
S01094,2026-03-25,TGI,SSD003,3,185000,145000,555000,435000,120000,21.62162162162162
S01095,2026-04-14,LLM,RAM001,1,72000,55000,72000,55000,17000,23.61111111111111
S01096,2026-04-04,LLM,ROUT002,4,105000,75000,420000,300000,120000,28.57142857142857
S01097,2026-02-18,LLM,BAG001,4,13500,6500,54000,26000,28000,51.85185185185185
S01098,2026-04-11,LLM,SOFT003,2,125000,90000,250000,180000,70000,28.000000000000004
S01099,2026-07-11,LLM,MON002,1,650000,500000,650000,500000,150000,23.076923076923077
S01100,2026-04-30,LLM,CAM001,3,22000,12000,66000,36000,30000,45.45454545454545
S01101,2026-08-08,TGI,KB001,2,12000,7000,24000,14000,10000,41.66666666666667
