PurchaseID,PurchaseDate,BranchCode,SupplierCode,ItemCode,Quantity,UnitBuyPrice,TotalCost
PUR00352,2026-08-17,TGI,SUP007,MON001,2,333397.52,666795.04
PUR00353,2026-07-23,LLM,SUP005,ROUT001,24,43370.83,1040899.92
PUR00354,2026-03-30,LLM,SUP007,MON002,2,517925.14,1035850.28
PUR00355,2026-07-19,TGI,SUP007,MON001,3,333134.68,999404.04
PUR00356,2026-02-14,TGI,SUP007,LAP002,5,1380885.06,6904425.3
PUR00357,2025-09-13,TGI,SUP007,LAP002,2,1498131.78,2996263.56
PUR00358,2026-07-11,TGI,SUP006,SOFT002,29,87112.43,2526260.47
PUR00359,2026-07-01,TGI,SUP002,SSD003,11,153069.26,1683761.86
PUR00360,2025-11-19,TGI,SUP007,LAP002,4,1533892.55,6135570.2
PUR00361,2025-12-01,TGI,SUP002,KB001,33,6840.45,225734.85
PUR00362,2025-10-07,LLM,SUP001,MOUSE002,15,2868.04,43020.6
PUR00363,2025-10-02,TGI,SUP005,ROUT001,39,47683.73,1859665.47
PUR00364,2026-01-22,LLM,SUP007,MON001,4,374714.51,1498858.04
PUR00365,2025-09-15,LLM,SUP003,PSU001,12,67370.27,808443.24
PUR00366,2026-01-01,TGI,SUP007,LAP002,2,1469409.13,2938818.26
PUR00367,2025-09-08,TGI,SUP005,ROUT002,20,79079.69,1581593.8
PUR00368,2026-04-09,LLM,SUP005,SW001,32,55061.17,1761957.44
PUR00369,2026-05-13,LLM,SUP003,CAM001,8,12338.16,98705.28
PUR00370,2025-10-15,TGI,SUP001,BAG002,18,10735.49,193238.82
PUR00371,2026-01-18,TGI,SUP002,KB002,8,11813.45,94507.6
PUR00372,2025-12-07,LLM,SUP002,SSD001,5,56212.31,281061.55
PUR00373,2025-09-10,LLM,SUP004,LAN001,32,5020.78,160664.96
PUR00374,2025-09-22,LLM,SUP002,SSD001,13,58424.36,759516.68
PUR00375,2025-11-25,LLM,SUP001,BAG002,28,9962.76,278957.28
PUR00376,2026-03-07,TGI,SUP002,SSD002,14,78043.42,1092607.88
PUR00377,2026-07-31,TGI,SUP007,DESK001,1,1183456.6,1183456.6
PUR00378,2026-05-28,LLM,SUP006,SOFT003,23,91264.29,2099078.67
PUR00379,2026-05-20,TGI,SUP007,LAP002,2,1456046.98,2912093.96
PUR00380,2026-06-15,LLM,SUP007,LAP003,5,2682312.76,13411563.8
PUR00381,2026-02-24,TGI,SUP002,SSD001,9,58861.26,529751.34
PUR00382,2025-10-29,LLM,SUP001,RAM001,14,54860.35,768044.9
PUR00383,2026-01-19,LLM,SUP002,SSD001,13,56499.47,734493.11
PUR00384,2025-11-26,TGI,SUP007,LAP001,2,1845008.44,3690016.88
PUR00385,2026-07-15,TGI,SUP007,LAP001,5,1852203.93,9261019.65
PUR00386,2026-07-07,LLM,SUP001,BAG002,27,10312.42,278435.34
PUR00387,2026-07-16,TGI,SUP005,ROUT001,5,44232.72,221163.6
PUR00388,2026-03-06,TGI,SUP002,SSD002,8,84799.64,678397.12
PUR00389,2025-09-10,TGI,SUP002,SSD003,10,152356.55,1523565.5
PUR00390,2025-11-19,TGI,SUP003,HUB001,9,7380.24,66422.16
PUR00391,2026-05-01,TGI,SUP004,PAD001,16,2550.51,40808.16
PUR00392,2025-12-21,LLM,SUP007,MON001,4,343978.69,1375914.76
PUR00393,2025-12-06,TGI,SUP004,LAN001,9,4956.87,44611.83
PUR00394,2026-01-02,TGI,SUP005,SW001,12,52311.27,627735.24
PUR00395,2025-09-03,TGI,SUP004,LAN001,35,5319.95,186198.25
PUR00396,2026-06-19,TGI,SUP007,MON002,3,500514.2,1501542.6
PUR00397,2026-03-24,LLM,SUP003,FAN001,14,17541.95,245587.3
PUR00398,2025-10-07,LLM,SUP002,KB002,20,11994.52,239890.4
PUR00399,2026-08-23,TGI,SUP002,KB001,19,7258.32,137908.08
PUR00400,2025-11-08,TGI,SUP005,ROUT002,31,73686.29,2284274.99
PUR00401,2025-11-30,TGI,SUP007,LAP003,4,2912572.57,11650290.28
PUR00402,2025-11-28,TGI,SUP003,PSU001,8,67743.56,541948.48
PUR00403,2025-09-24,LLM,SUP007,LAP002,1,1493359.85,1493359.85
PUR00404,2025-11-10,TGI,SUP001,MOUSE002,16,2911.38,46582.08
PUR00405,2025-09-20,TGI,SUP005,SW001,15,59396.4,890946.0
PUR00406,2026-08-08,TGI,SUP005,ROUT001,14,44974.14,629637.96
PUR00407,2025-09-21,LLM,SUP001,RAM001,9,58543.8,526894.2
PUR00408,2026-05-23,LLM,SUP001,RAM002,7,97852.81,684969.67
PUR00409,2026-05-09,TGI,SUP006,SOFT001,14,30413.53,425789.42
PUR00410,2025-10-17,TGI,SUP002,SSD003,7,140495.1,983465.7
PUR00411,2025-11-25,TGI,SUP003,PSU001,3,62615.23,187845.69
PUR00412,2026-05-16,LLM,SUP001,MOUSE001,22,5007.98,110175.56
PUR00413,2026-04-25,LLM,SUP002,SSD002,3,84842.78,254528.34
PUR00414,2026-08-23,TGI,SUP005,SW001,9,58944.92,530504.28
PUR00415,2026-03-24,TGI,SUP005,SW001,7,58093.4,406653.8
PUR00416,2025-09-21,TGI,SUP004,LAN001,27,5219.07,140914.89
PUR00417,2026-01-10,LLM,SUP006,SOFT003,11,88015.56,968171.16
PUR00418,2025-10-22,TGI,SUP004,LAN001,33,5087.12,167874.96
PUR00419,2026-05-19,LLM,SUP002,SSD001,12,54746.5,656958.0
PUR00420,2026-07-31,LLM,SUP005,ROUT001,36,47201.22,1699243.92
PUR00421,2026-08-21,TGI,SUP007,MON001,4,356041.76,1424167.04
PUR00422,2026-07-19,LLM,SUP007,LAP003,3,2766796.2,8300388.6
PUR00423,2026-02-12,TGI,SUP003,FAN001,8,17376.93,139015.44
PUR00424,2026-08-02,TGI,SUP002,KB001,30,7280.6,218418.0
PUR00425,2025-10-07,TGI,SUP002,SSD001,9,53790.61,484115.49
PUR00426,2026-07-31,TGI,SUP007,LAP001,3,1820340.39,5461021.17
PUR00427,2026-03-05,TGI,SUP001,BAG002,20,10636.86,212737.2
PUR00428,2025-10-15,TGI,SUP001,BAG002,23,10264.51,236083.73
PUR00429,2026-01-12,TGI,SUP001,MOUSE001,21,5315.76,111630.96
PUR00430,2026-02-23,LLM,SUP001,RAM001,8,57462.59,459700.72
PUR00431,2026-06-29,LLM,SUP007,LAP003,4,2735752.04,10943008.16
PUR00432,2025-11-08,LLM,SUP004,LAN001,38,5344.59,203094.42
PUR00433,2026-08-11,TGI,SUP003,FAN001,3,19226.65,57679.95
PUR00434,2026-08-02,TGI,SUP002,KB001,27,7211.98,194723.46
PUR00435,2026-07-10,LLM,SUP003,HUB001,17,6782.4,115300.8
PUR00436,2026-03-13,TGI,SUP002,SSD001,7,54253.55,379774.85
PUR00437,2025-10-22,TGI,SUP006,SOFT001,10,30155.15,301551.5
PUR00438,2025-09-15,TGI,SUP007,MON001,4,365143.27,1460573.08
PUR00439,2025-11-24,TGI,SUP002,SSD003,8,147218.39,1177747.12
PUR00440,2026-08-06,TGI,SUP007,LAP003,1,2666159.37,2666159.37
PUR00441,2025-12-15,LLM,SUP004,LAN001,40,4947.76,197910.4
PUR00442,2025-09-16,TGI,SUP004,HDD001,10,85477.96,854779.6
PUR00443,2025-09-23,TGI,SUP006,SOFT003,17,89120.93,1515055.81
PUR00444,2025-11-21,LLM,SUP006,SOFT003,30,89639.49,2689184.7
PUR00445,2026-06-13,TGI,SUP006,SOFT002,9,89437.32,804935.88
PUR00446,2026-06-09,TGI,SUP001,RAM001,14,52604.82,736467.48
PUR00447,2026-06-18,TGI,SUP003,HUB001,38,7009.82,266373.16
PUR00448,2026-03-29,LLM,SUP007,LAP003,1,2766617.69,2766617.69
PUR00449,2026-04-09,LLM,SUP007,LAP002,1,1377692.7,1377692.7
PUR00450,2025-09-12,TGI,SUP007,LAP002,1,1402421.87,1402421.87
PUR00451,2026-07-04,TGI,SUP003,FAN001,13,17489.72,227366.36
PUR00452,2026-05-14,TGI,SUP003,HUB001,19,7267.8,138088.2
PUR00453,2025-10-08,LLM,SUP005,ROUT002,13,80077.39,1041006.07
PUR00454,2026-05-17,TGI,SUP004,HDD001,15,91010.17,1365152.55
PUR00455,2026-05-30,LLM,SUP004,HDD001,9,86074.7,774672.3
PUR00456,2025-11-07,TGI,SUP001,RAM002,13,100142.45,1301851.85
PUR00457,2026-03-04,TGI,SUP001,RAM001,3,55249.71,165749.13
PUR00458,2025-09-01,TGI,SUP002,KB001,18,7054.4,126979.2
PUR00459,2026-03-24,TGI,SUP003,PSU001,8,69563.15,556505.2
PUR00460,2026-08-08,LLM,SUP002,SSD001,10,56964.53,569645.3
PUR00461,2026-08-13,TGI,SUP003,HEAD001,11,8976.06,98736.66
PUR00462,2026-08-20,TGI,SUP004,LAN001,14,5112.55,71575.7
PUR00463,2026-02-04,LLM,SUP003,HUB001,35,6834.07,239192.45
PUR00464,2026-08-16,LLM,SUP004,LAN001,15,5186.58,77798.7
PUR00465,2025-12-15,LLM,SUP006,SOFT001,26,29492.98,766817.48
PUR00466,2026-03-22,TGI,SUP007,LAP003,1,2869283.07,2869283.07
PUR00467,2026-01-12,TGI,SUP002,KB002,40,12669.94,506797.6
PUR00468,2026-06-05,TGI,SUP007,LAP002,4,1392849.12,5571396.48
PUR00469,2025-09-18,LLM,SUP003,HEAD001,27,9476.84,255874.68
PUR00470,2026-05-18,TGI,SUP002,KB001,27,7032.46,189876.42
PUR00471,2026-04-18,LLM,SUP002,SSD003,13,156593.84,2035719.92
PUR00472,2026-08-14,LLM,SUP003,CAM001,21,12442.64,261295.44
PUR00473,2025-12-05,LLM,SUP001,MOUSE001,23,5346.39,122966.97
PUR00474,2026-08-03,TGI,SUP001,RAM002,7,97245.86,680721.02
PUR00475,2026-03-12,TGI,SUP002,KB001,19,6803.23,129261.37
PUR00476,2026-08-19,LLM,SUP006,SOFT002,25,90823.15,2270578.75
PUR00477,2025-11-22,TGI,SUP002,SSD003,9,152727.31,1374545.79
PUR00478,2026-05-11,TGI,SUP002,SSD003,14,148485.3,2078794.2
PUR00479,2025-09-13,TGI,SUP007,LAP003,2,2910495.49,5820990.98
PUR00480,2025-09-10,TGI,SUP003,CAM001,26,12305.32,319938.32
PUR00481,2026-08-03,LLM,SUP004,HDD001,12,87464.24,1049570.88
PUR00482,2025-12-17,LLM,SUP005,ROUT002,27,74115.43,2001116.61
PUR00483,2025-12-22,TGI,SUP003,FAN001,5,18274.71,91373.55
PUR00484,2026-01-15,LLM,SUP006,SOFT002,21,86781.75,1822416.75
PUR00485,2026-07-12,TGI,SUP001,MOUSE001,36,4755.35,171192.6
PUR00486,2026-08-26,LLM,SUP002,KB001,18,6696.53,120537.54
PUR00487,2025-10-19,LLM,SUP002,KB002,7,12595.15,88166.05
PUR00488,2026-03-25,LLM,SUP005,ROUT002,8,73920.25,591362.0
PUR00489,2026-02-26,TGI,SUP005,ROUT002,16,73908.6,1182537.6
PUR00490,2026-01-20,TGI,SUP003,FAN001,11,19371.09,213081.99
PUR00491,2025-09-18,TGI,SUP004,HDD001,7,83624.28,585369.96
PUR00492,2026-06-29,TGI,SUP005,SW001,11,55214.53,607359.83
PUR00493,2026-07-20,LLM,SUP007,MON001,3,335165.89,1005497.67
PUR00494,2026-04-08,TGI,SUP004,LAN001,33,4940.89,163049.37
PUR00495,2026-02-25,TGI,SUP007,LAP003,3,2804483.2,8413449.6
PUR00496,2025-12-19,TGI,SUP001,RAM002,12,101442.24,1217306.88
PUR00497,2026-04-30,TGI,SUP003,FAN001,7,19114.58,133802.06
PUR00498,2025-12-26,TGI,SUP003,PSU001,4,66582.41,266329.64
PUR00499,2025-09-14,TGI,SUP004,PAD001,13,2683.74,34888.62
PUR00500,2026-02-09,TGI,SUP003,FAN001,12,17281.57,207378.84
PUR00501,2026-05-06,TGI,SUP005,ROUT001,33,48309.16,1594202.28
PUR00502,2026-05-24,TGI,SUP005,ROUT002,29,72033.09,2088959.61
PUR00503,2026-08-17,TGI,SUP003,HUB001,34,7228.8,245779.2
PUR00504,2026-01-10,TGI,SUP006,SOFT002,25,89834.64,2245866.0
PUR00505,2025-12-15,LLM,SUP003,FAN001,6,18865.46,113192.76
PUR00506,2026-08-19,LLM,SUP003,HUB001,14,6827.7,95587.8
PUR00507,2026-02-23,LLM,SUP001,BAG002,8,10514.25,84114.0
PUR00508,2026-04-08,LLM,SUP001,MOUSE001,27,4872.52,131558.04
PUR00509,2026-05-27,LLM,SUP003,PSU001,8,64405.34,515242.72
PUR00510,2026-07-16,TGI,SUP003,HUB001,29,6869.37,199211.73
PUR00511,2026-08-19,TGI,SUP005,ROUT001,17,43142.11,733415.87
PUR00512,2025-09-04,TGI,SUP001,MOUSE001,27,5297.46,143031.42
PUR00513,2026-08-24,LLM,SUP005,SW001,24,58157.74,1395785.76
PUR00514,2026-03-06,LLM,SUP004,PAD001,35,2512.2,87927.0
PUR00515,2026-04-04,LLM,SUP001,MOUSE001,7,4863.9,34047.3
PUR00516,2025-09-07,LLM,SUP001,RAM002,12,100718.0,1208616.0
PUR00517,2026-01-15,LLM,SUP003,HEAD001,31,8828.77,273691.87
PUR00518,2025-11-06,TGI,SUP003,PSU001,13,65166.97,847170.61
PUR00519,2026-06-09,LLM,SUP007,LAP003,4,2728925.67,10915702.68
PUR00520,2026-04-30,TGI,SUP002,SSD001,12,58684.65,704215.8
PUR00521,2026-04-11,LLM,SUP002,SSD003,13,154293.49,2005815.37
PUR00522,2025-11-14,TGI,SUP003,PSU001,4,68294.95,273179.8
PUR00523,2026-01-09,TGI,SUP006,SOFT003,17,89909.67,1528464.39
PUR00524,2026-05-04,TGI,SUP001,MOUSE002,27,3203.38,86491.26
PUR00525,2026-03-04,LLM,SUP001,BAG002,11,10161.7,111778.7
PUR00526,2025-09-03,TGI,SUP003,HEAD001,29,9103.52,264002.08
PUR00527,2026-07-13,TGI,SUP007,LAP002,5,1478361.4,7391807.0
PUR00528,2026-04-12,TGI,SUP007,LAP002,3,1392209.01,4176627.03
PUR00529,2025-09-14,TGI,SUP003,PSU001,3,65942.23,197826.69
PUR00530,2026-01-25,TGI,SUP007,LAP001,2,1711918.97,3423837.94
PUR00531,2026-08-09,LLM,SUP003,PSU001,4,68611.68,274446.72
PUR00532,2026-02-07,LLM,SUP002,SSD003,3,144450.22,433350.66
PUR00533,2026-07-16,TGI,SUP007,LAP002,3,1554825.17,4664475.51
PUR00534,2025-11-13,TGI,SUP001,BAG002,16,9685.62,154969.92
PUR00535,2026-07-04,LLM,SUP005,ROUT001,27,43648.99,1178522.73
PUR00536,2025-09-16,LLM,SUP002,SSD003,9,148142.58,1333283.22
PUR00537,2026-03-31,TGI,SUP006,SOFT003,23,91539.9,2105417.7
PUR00538,2026-03-09,LLM,SUP003,CAM001,15,12074.92,181123.8
PUR00539,2026-08-02,TGI,SUP001,MOUSE002,9,3090.53,27814.77
PUR00540,2026-06-15,LLM,SUP007,LAP002,4,1547127.29,6188509.16
PUR00541,2026-03-01,LLM,SUP006,SOFT001,23,30990.93,712791.39
PUR00542,2026-02-01,TGI,SUP007,MON001,1,364628.56,364628.56
PUR00543,2026-05-04,TGI,SUP003,FAN001,10,18063.84,180638.4
PUR00544,2026-02-16,TGI,SUP001,RAM001,8,58226.86,465814.88
PUR00545,2025-09-29,LLM,SUP001,RAM001,14,56479.43,790712.02
PUR00546,2026-04-08,TGI,SUP001,BAG002,18,10332.53,185985.54
PUR00547,2026-03-26,TGI,SUP001,BAG002,36,10390.42,374055.12
PUR00548,2025-12-14,LLM,SUP007,DESK001,5,1242438.49,6212192.45
PUR00549,2026-01-23,TGI,SUP003,PSU001,12,69561.43,834737.16
PUR00550,2026-01-29,LLM,SUP005,ROUT001,11,44942.76,494370.36
PUR00551,2026-07-11,TGI,SUP005,ROUT002,21,74091.53,1555922.13
PUR00552,2026-06-27,TGI,SUP006,SOFT003,12,88758.36,1065100.32
PUR00553,2026-07-06,TGI,SUP005,ROUT002,35,77735.74,2720750.9
PUR00554,2025-09-27,TGI,SUP001,BAG001,23,6259.4,143966.2
PUR00555,2026-07-08,TGI,SUP006,SOFT002,20,82037.82,1640756.4
PUR00556,2026-07-15,LLM,SUP003,HUB001,9,6701.52,60313.68
PUR00557,2026-04-08,TGI,SUP003,FAN001,7,17566.74,122967.18
PUR00558,2026-06-29,LLM,SUP007,LAP001,4,1920547.31,7682189.24
PUR00559,2026-07-10,TGI,SUP003,CAM001,29,11651.06,337880.74
PUR00560,2026-01-21,LLM,SUP007,MON002,1,496010.95,496010.95
PUR00561,2026-08-21,TGI,SUP005,ROUT001,40,46127.85,1845114.0
PUR00562,2026-07-01,LLM,SUP001,BAG001,18,6366.98,114605.64
PUR00563,2026-05-09,LLM,SUP001,RAM002,3,95032.14,285096.42
PUR00564,2025-10-05,TGI,SUP001,BAG001,22,6907.43,151963.46
PUR00565,2026-01-30,TGI,SUP004,HDD001,6,84069.31,504415.86
PUR00566,2025-09-17,LLM,SUP006,SOFT003,28,90033.72,2520944.16
PUR00567,2026-02-10,TGI,SUP003,HUB001,21,6654.37,139741.77
PUR00568,2025-12-22,LLM,SUP003,CAM001,14,12622.91,176720.74
PUR00569,2026-03-20,TGI,SUP003,HEAD001,21,9016.4,189344.4
PUR00570,2026-05-19,TGI,SUP001,BAG001,8,6666.1,53328.8
PUR00571,2026-05-17,TGI,SUP005,SW001,19,54334.32,1032352.08
PUR00572,2026-04-30,TGI,SUP007,MON002,2,481714.53,963429.06
PUR00573,2026-01-15,TGI,SUP003,FAN001,12,17816.39,213796.68
PUR00574,2025-12-07,TGI,SUP007,LAP001,3,1779578.44,5338735.32
PUR00575,2026-08-23,TGI,SUP002,KB001,21,6930.83,145547.43
PUR00576,2026-07-05,TGI,SUP002,KB001,21,7453.36,156520.56
PUR00577,2026-06-27,LLM,SUP006,SOFT002,29,86940.55,2521275.95
PUR00578,2026-04-20,TGI,SUP002,KB002,36,12365.15,445145.4
PUR00579,2025-09-18,TGI,SUP003,PSU001,4,69057.48,276229.92
PUR00580,2025-11-11,LLM,SUP003,PSU001,5,63659.59,318297.95
PUR00581,2026-05-05,TGI,SUP007,LAP003,4,2762663.42,11050653.68
PUR00582,2025-09-19,LLM,SUP006,SOFT001,28,28934.98,810179.44
PUR00583,2025-12-01,TGI,SUP002,SSD002,13,82161.41,1068098.33
PUR00584,2026-06-23,TGI,SUP002,SSD003,12,155454.37,1865452.44
PUR00585,2026-06-21,TGI,SUP003,HEAD001,40,9254.52,370180.8
PUR00586,2026-07-24,TGI,SUP001,MOUSE001,18,5379.35,96828.3
PUR00587,2025-10-18,LLM,SUP004,HDD001,11,81744.34,899187.74
PUR00588,2026-02-19,TGI,SUP007,LAP002,1,1441717.5,1441717.5
PUR00589,2026-06-20,LLM,SUP004,HDD001,12,82328.59,987943.08
PUR00590,2026-05-03,LLM,SUP002,SSD001,9,54529.79,490768.11
PUR00591,2026-02-27,TGI,SUP002,KB002,34,12583.67,427844.78
PUR00592,2026-01-13,LLM,SUP004,PAD001,31,2616.02,81096.62
PUR00593,2026-07-12,LLM,SUP001,MOUSE001,20,5025.7,100514.0
PUR00594,2025-12-14,TGI,SUP003,CAM001,27,12902.24,348360.48
PUR00595,2025-11-27,TGI,SUP001,BAG002,31,10558.58,327315.98
PUR00596,2026-03-16,LLM,SUP002,SSD002,9,84174.41,757569.69
PUR00597,2026-08-28,TGI,SUP004,HDD001,11,81150.59,892656.49
PUR00598,2026-05-16,LLM,SUP007,LAP003,2,2896717.69,5793435.38
PUR00599,2025-09-25,LLM,SUP003,HUB001,33,6718.05,221695.65
PUR00600,2026-01-04,LLM,SUP007,DESK001,3,1170461.64,3511384.92
PUR00601,2026-04-02,TGI,SUP007,LAP003,2,2736986.35,5473972.7
PUR00602,2026-05-22,TGI,SUP007,MON002,5,486489.41,2432447.05
PUR00603,2026-03-30,LLM,SUP004,LAN001,13,4873.3,63352.9
PUR00604,2025-09-04,LLM,SUP007,DESK001,5,1277325.44,6386627.2
PUR00605,2025-11-27,LLM,SUP003,PSU001,9,69937.22,629434.98
PUR00606,2025-10-16,TGI,SUP006,SOFT003,28,91841.81,2571570.68
PUR00607,2025-09-17,LLM,SUP006,SOFT002,17,84162.72,1430766.24
PUR00608,2026-08-02,LLM,SUP007,DESK001,3,1269852.12,3809556.36
PUR00609,2026-08-20,TGI,SUP003,FAN001,7,17280.87,120966.09
PUR00610,2026-03-04,TGI,SUP001,MOUSE002,21,3073.52,64543.92
PUR00611,2026-06-05,TGI,SUP001,MOUSE002,18,3053.51,54963.18
PUR00612,2026-03-04,TGI,SUP007,LAP002,2,1565161.04,3130322.08
PUR00613,2026-05-08,TGI,SUP006,SOFT001,30,30450.58,913517.4
PUR00614,2026-01-28,TGI,SUP002,SSD002,5,78340.95,391704.75
PUR00615,2025-11-04,LLM,SUP005,ROUT002,30,71608.74,2148262.2
PUR00616,2026-05-27,LLM,SUP004,PAD001,37,2595.08,96017.96
PUR00617,2025-09-10,LLM,SUP003,PSU001,11,63929.85,703228.35
PUR00618,2026-05-13,TGI,SUP002,SSD002,5,79162.33,395811.65
PUR00619,2026-07-04,TGI,SUP003,HUB001,16,6750.15,108002.4
PUR00620,2025-09-29,LLM,SUP001,MOUSE001,34,4777.88,162447.92
PUR00621,2026-04-23,TGI,SUP003,FAN001,11,18585.79,204443.69
PUR00622,2025-11-21,TGI,SUP005,ROUT001,36,42829.59,1541865.24
PUR00623,2026-02-27,TGI,SUP002,SSD003,11,150747.89,1658226.79
PUR00624,2026-03-12,TGI,SUP003,FAN001,15,17913.71,268705.65
PUR00625,2025-11-06,LLM,SUP004,HDD001,10,87978.56,879785.6
PUR00626,2025-09-04,TGI,SUP003,FAN001,14,18113.63,253590.82
PUR00627,2026-01-05,TGI,SUP001,BAG001,5,6510.08,32550.4
PUR00628,2026-02-05,LLM,SUP004,LAN001,17,5327.68,90570.56
PUR00629,2026-07-14,LLM,SUP004,HDD001,8,84443.61,675548.88
PUR00630,2025-09-07,TGI,SUP002,SSD003,12,140959.2,1691510.4
PUR00631,2026-08-02,TGI,SUP004,LAN001,6,5372.61,32235.66
PUR00632,2026-06-02,LLM,SUP005,ROUT002,15,76445.04,1146675.6
PUR00633,2026-03-21,TGI,SUP007,LAP003,1,2906332.16,2906332.16
PUR00634,2026-06-22,LLM,SUP001,MOUSE002,8,3151.04,25208.32
PUR00635,2026-01-04,TGI,SUP004,HDD001,4,80936.67,323746.68
PUR00636,2026-07-12,TGI,SUP004,LAN001,11,5003.72,55040.92
PUR00637,2025-11-26,LLM,SUP001,RAM002,14,96404.31,1349660.34
PUR00638,2025-12-30,LLM,SUP007,MON002,5,526881.1,2634405.5
PUR00639,2026-07-07,TGI,SUP003,HUB001,20,7264.97,145299.4
PUR00640,2025-11-10,LLM,SUP007,LAP002,1,1483921.72,1483921.72
PUR00641,2026-08-18,LLM,SUP007,LAP001,5,1866725.92,9333629.6
PUR00642,2026-03-31,TGI,SUP005,ROUT002,19,80533.69,1530140.11
PUR00643,2025-12-21,LLM,SUP005,ROUT001,25,44214.84,1105371.0
PUR00644,2026-04-19,TGI,SUP007,LAP002,1,1520440.63,1520440.63
PUR00645,2026-04-07,TGI,SUP006,SOFT003,28,95430.4,2672051.2
PUR00646,2025-09-27,TGI,SUP005,ROUT001,37,47472.79,1756493.23
PUR00647,2026-05-22,LLM,SUP002,SSD002,10,83736.17,837361.7
PUR00648,2025-12-16,TGI,SUP003,FAN001,11,18019.49,198214.39
PUR00649,2026-05-13,TGI,SUP006,SOFT001,27,31878.14,860709.78
PUR00650,2026-06-12,LLM,SUP005,ROUT002,39,73269.36,2857505.04
PUR00651,2026-02-08,LLM,SUP001,BAG002,10,10275.63,102756.3
PUR00652,2026-02-17,TGI,SUP003,HUB001,8,7331.85,58654.8
PUR00653,2026-07-16,TGI,SUP003,HUB001,29,7461.34,216378.86
PUR00654,2026-04-04,TGI,SUP006,SOFT003,13,97114.88,1262493.44
PUR00655,2025-11-10,TGI,SUP004,LAN001,18,5024.81,90446.58
PUR00656,2026-05-19,TGI,SUP005,ROUT001,20,46474.35,929487.0
PUR00657,2025-10-14,LLM,SUP007,MON002,5,523021.82,2615109.1
PUR00658,2026-07-15,TGI,SUP002,KB001,38,7045.25,267719.5
PUR00659,2026-03-27,TGI,SUP001,RAM002,4,98140.14,392560.56
PUR00660,2025-10-03,TGI,SUP001,RAM001,12,58815.07,705780.84
PUR00661,2026-08-18,TGI,SUP001,RAM001,7,58870.84,412095.88
PUR00662,2026-02-11,LLM,SUP007,DESK001,2,1271787.3,2543574.6
PUR00663,2026-07-27,TGI,SUP001,RAM002,15,91384.14,1370762.1
PUR00664,2026-04-14,LLM,SUP006,SOFT003,7,90626.03,634382.21
PUR00665,2026-03-13,LLM,SUP002,KB001,14,6719.35,94070.9
PUR00666,2025-10-14,LLM,SUP002,SSD002,15,84421.44,1266321.6
PUR00667,2026-08-17,LLM,SUP001,MOUSE002,32,2872.21,91910.72
PUR00668,2026-04-05,TGI,SUP007,MON002,2,502026.28,1004052.56
PUR00669,2025-12-19,LLM,SUP005,ROUT002,11,73333.7,806670.7
PUR00670,2025-10-24,TGI,SUP007,LAP001,4,1827893.73,7311574.92
PUR00671,2026-08-20,LLM,SUP006,SOFT002,12,89412.28,1072947.36
PUR00672,2025-12-04,TGI,SUP005,ROUT002,24,78253.33,1878079.92
PUR00673,2026-08-31,TGI,SUP001,RAM001,8,53645.64,429165.12
PUR00674,2026-06-08,LLM,SUP007,LAP001,2,1854227.38,3708454.76
PUR00675,2025-10-24,TGI,SUP002,KB002,16,12419.53,198712.48
PUR00676,2026-04-22,LLM,SUP001,RAM002,4,92369.55,369478.2
PUR00677,2026-02-09,TGI,SUP001,MOUSE001,35,5012.39,175433.65
PUR00678,2026-07-27,TGI,SUP001,BAG001,21,6229.08,130810.68
PUR00679,2026-04-02,TGI,SUP007,LAP001,2,1769929.06,3539858.12
PUR00680,2025-11-26,TGI,SUP003,PSU001,6,69348.91,416093.46
PUR00681,2026-04-02,TGI,SUP006,SOFT001,21,30432.34,639079.14
PUR00682,2026-06-30,TGI,SUP005,SW001,34,55786.29,1896733.86
PUR00683,2026-02-26,TGI,SUP003,PSU001,3,64974.61,194923.83
PUR00684,2026-01-01,LLM,SUP005,SW001,22,54016.21,1188356.62
PUR00685,2026-06-16,TGI,SUP002,SSD002,6,85238.98,511433.88
PUR00686,2025-11-06,LLM,SUP001,RAM001,14,54642.85,764999.9
PUR00687,2025-12-30,TGI,SUP006,SOFT001,9,29643.14,266788.26
PUR00688,2026-02-12,TGI,SUP007,MON001,4,332700.27,1330801.08
PUR00689,2026-07-08,LLM,SUP007,DESK001,3,1179541.19,3538623.57
PUR00690,2025-10-24,TGI,SUP001,MOUSE001,40,5397.31,215892.4
PUR00691,2025-10-08,LLM,SUP006,SOFT003,16,96786.82,1548589.12
PUR00692,2026-05-16,TGI,SUP003,HEAD001,31,9007.05,279218.55
PUR00693,2026-01-26,TGI,SUP001,MOUSE002,29,2941.28,85297.12
PUR00694,2026-03-07,TGI,SUP001,BAG001,25,6930.52,173263.0
PUR00695,2025-10-28,LLM,SUP006,SOFT002,14,89825.5,1257557.0
PUR00696,2026-05-25,TGI,SUP006,SOFT002,7,82110.87,574776.09
PUR00697,2026-06-30,TGI,SUP007,MON002,4,500946.75,2003787.0
PUR00698,2025-10-11,TGI,SUP007,LAP003,4,2921894.16,11687576.64
PUR00699,2026-08-25,TGI,SUP001,RAM001,8,52352.45,418819.6
PUR00700,2026-08-23,LLM,SUP001,MOUSE001,39,5275.27,205735.53
PUR00701,2025-11-08,TGI,SUP004,HDD001,11,87761.0,965371.0
PUR00702,2025-10-05,LLM,SUP002,SSD001,7,58952.89,412670.23
